group,new_package,old_pool,date,new_spend,old_pool_spend,new_cpa,old_pool_cpa,daily_saving_by_cpa,new_cpi,old_pool_cpi,new_sub_rate,old_pool_sub_rate,new_gross_after_roi,old_pool_gross_after_roi,lead_days,lead_rmape,lead_overlap_days,cpa_advantage_days,cpa_advantage_until_day,cpa_avg_advantage,cpi_advantage_days,cpi_advantage_until_day,cpi_avg_advantage,cost_lead_days,lead_period_saving,lead_period_new_gross,lead_period_new_spend,lead_period_new_roi,new_installs,old_pool_installs,new_subs,old_pool_subs,new_gross_after,old_pool_gross_after
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-01,8733.060000000001,14023.800000000001,3.4355074744295835,3.3525699258905095,-210.82724838632606,0.15384585572095483,0.150830850640481,0.044781115123755835,0.04498962108908655,0.40377943126464255,0.4375604329782227,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,56765.0,92977.0,2542.0,4183.0,3526.23,6136.26
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-02,4926.33,8431.68,2.8312241379310343,2.7545508003920287,-133.4116073178698,0.14163039415806572,0.13595756002386442,0.050024437225081216,0.049357434251898674,0.6962891239523135,0.7470646419218946,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,34783.0,62017.0,1740.0,3061.0,3430.15,6299.01
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-03,5166.82,8812.48,2.7838469827586207,2.8510126172759622,124.65941766418578,0.1414404598959759,0.13467121047725292,0.050807555433889956,0.04723627305652765,0.7247281693575546,0.6853269454228549,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,36530.0,65437.0,1856.0,3091.0,3744.54,6039.43
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-04,3785.1800000000003,6361.23,2.6750388692579508,2.601730061349693,-103.73196319018444,0.13840286664960327,0.14058277530995159,0.05173863761015028,0.05403434330040443,0.7938724182205337,0.8437141873505596,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,27349.0,45249.0,1415.0,2445.0,3004.95,5367.0599999999995
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-05,4774.88,9016.4,2.9383876923076926,2.883402622321714,-89.35073872721527,0.14459255670290405,0.13972199408036448,0.049208127668594615,0.048457330585300086,0.6353416211506886,0.6660463156026796,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,33023.0,64531.0,1625.0,3127.0,3033.68,6005.34
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-06,4695.2,8668.900000000001,3.011674150096215,2.7793844180827194,-362.13969220903994,0.13376257086692686,0.1319527527893207,0.04441468904019828,0.04747553160722712,0.5961535184869654,0.7274602314019079,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,35101.0,65697.0,1559.0,3119.0,2799.06,6306.28
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-07,4181.7699999999995,7724.41,3.180053231939163,3.1451180781758956,-45.939727198696616,0.14162529210553051,0.14058696126965636,0.04453550987232025,0.04470005824111823,0.5129622145646462,0.5326283819735099,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,29527.0,54944.0,1315.0,2456.0,2145.09,4114.24
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-08,2983.91,6325.36,3.1845357524012807,3.1438170974155066,-38.153379721670326,0.1484753943374633,0.1469032467834084,0.04662387421008111,0.04672766965488411,0.5108699659172026,0.5338858183565837,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,20097.0,43058.0,937.0,2012.0,1524.3899999999999,3377.02
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-09,2885.5,5607.69,3.096030042918455,3.331960784313725,219.8874509803919,0.15290657622807483,0.14822218697962095,0.049387949764188435,0.0444849734358893,0.5536579448968983,0.4459982630994224,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,18871.0,37833.0,932.0,1683.0,1597.5800000000002,2501.02
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-10,2647.7599999999998,4403.76,3.1297399527186758,3.0903578947368424,-33.31722105263103,0.16749493927125506,0.15821513257167494,0.053517206477732795,0.05119637852985557,0.5393313593377044,0.5561474739767835,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,15808.0,27834.0,846.0,1425.0,1428.02,2449.1400000000003
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-11,2295.88,3646.45,2.8878993710691825,2.9312299035369773,34.447773311896896,0.16866588304437263,0.16095563893180312,0.058404349103732,0.05491061575811079,0.6634928654807742,0.6392738142577027,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,13612.0,22655.0,795.0,1244.0,1523.3,2331.08
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-12,3095.74,5284.59,3.2314613778705636,3.072436046511628,-152.3462674418603,0.1833100426338228,0.16998809830159547,0.05672666982472762,0.05532681420483788,0.48928527589526255,0.565082627034453,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,16888.0,31088.0,958.0,1720.0,1514.7,2986.23
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-13,2741.12,4779.92,3.1689248554913294,3.019532533164877,-129.22435881238133,0.1768806865845002,0.15947419344076336,0.05581725495257146,0.05281419944616822,0.5181859969647444,0.5920643023314197,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,15497.0,29973.0,865.0,1583.0,1420.41,2830.02
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-14,2623.34,4804.73,2.889140969162996,3.128079427083333,216.95611979166625,0.14604130713132552,0.13705479647431326,0.050548349384846626,0.04381435947171749,0.6679957611289424,0.5458558545433355,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,17963.0,35057.0,908.0,1536.0,1752.3799999999999,2622.69
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-15,2860.64,4876.37,2.840754716981132,3.1359292604501605,297.2407652733119,0.1433186372745491,0.12598811523059036,0.050450901803607215,0.04017568789562072,0.6906846020470944,0.5489636758490434,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,19960.0,38705.0,1007.0,1555.0,1975.8,2676.95
Beyo vs Minimix / Vimi / Viyo / CoupleLens,Beyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-16,1597.5800000000002,5481.12,3.1141910331384017,3.2413483146067414,65.23168539325827,0.15608988764044945,0.12768467398141028,0.050122129946262826,0.0393924569618189,0.5668573717748093,0.49076283679248034,-3.0,0.16490480936935065,38.0,17.0,19,0.30697658649832893,18.0,19,0.24680967997117978,19.0,17116.585428086008,142270.16000000003,92204.85,1.5429791382991245,10235.0,42927.0,513.0,1691.0,905.6,2689.93
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-10,44.89,13768.349999999999,44.89,2.4634728931830376,-42.42652710681696,2.9926666666666666,0.1364811014958218,0.06666666666666667,0.05540190918012312,-0.38984183559812874,0.9465585927144502,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,15.0,100881.0,1.0,5589.0,-17.5,13032.55
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-11,274.24,14982.39,2.2853333333333334,3.018209105560032,87.94509266720382,0.22423548650858546,0.15242115650687718,0.09811937857726902,0.05050052901440547,1.1103048424737456,0.5948463496144475,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,1223.0,98296.0,120.0,4964.0,304.49,8912.220000000001
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-12,874.63,8981.27,2.73321875,2.503838862559242,-73.40156398104256,0.27255531318167653,0.13725693064767552,0.09971953879713306,0.05481859583702662,0.799618124235391,0.9148171695094345,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,3209.0,65434.0,320.0,3587.0,699.37,8216.22
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-13,1045.06,8018.77,1.8049395509499135,2.179013586956522,216.58886684782624,0.19599774943735934,0.1421440093595448,0.10858964741185297,0.06523319093116835,1.6551489866610534,1.1969441697417433,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,5332.0,56413.0,579.0,3680.0,1729.7300000000002,9598.02
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-14,749.66,7005.6900000000005,1.2947495682210708,2.08192867756315,455.77670430906386,0.12900705558423678,0.1541914823374051,0.0996386164171399,0.07406184659403543,2.679588079929568,1.299757768328316,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,5811.0,45435.0,579.0,3365.0,2008.78,9105.7
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-15,1455.52,8329.5,1.3452125693160812,2.2217924779941316,948.4594611896505,0.11919744492670543,0.15746937386569873,0.08860863156170666,0.0708749243799153,2.5425071452127077,1.154718770634492,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,12211.0,52896.0,1082.0,3749.0,3700.67,9618.23
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-16,1913.6000000000001,7185.139999999999,1.6934513274336285,2.2889901242433894,672.9588403950299,0.13508400395312722,0.15990074552130853,0.07976845969222081,0.06985645933014355,1.819173285953177,1.0928485735838134,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,14166.0,44935.0,1130.0,3139.0,3481.17,7852.27
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-17,2122.5099999999998,6612.35,1.9121711711711709,2.2927704576976424,422.4652080443834,0.1551428989108983,0.1633929674565717,0.08113441999853811,0.07126442462131508,1.5035264851520136,1.08878840351766,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,13681.0,40469.0,1110.0,2884.0,3191.25,7199.45
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-18,3252.39,7079.15,2.1271353826030084,2.2843336560180703,240.35616005162962,0.17147624822059365,0.15010601980449947,0.08061369747456108,0.06571107482877801,1.2504927145883489,1.1057669352959043,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,18967.0,47161.0,1529.0,3099.0,4067.09,7827.89
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-19,3517.67,8467.29,1.9930141643059491,2.163887043189369,301.59063122923584,0.13412399435696037,0.12994812688960852,0.0672970602813894,0.06005310087631793,1.400682838356071,1.2145704233585952,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,26227.0,65159.0,1765.0,3913.0,4927.14,10284.12
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-20,3772.96,8239.960000000001,2.1125195968645016,2.1122686490643425,-0.4481927710841651,0.14356773211567733,0.12678226885972338,0.06796042617960427,0.06002184850676227,1.2678242016877994,1.266864159534755,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,26280.0,64993.0,1786.0,3901.0,4783.45,10438.91
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-21,4334.8,7471.2,1.9325902808738298,1.8952815829528158,-83.68340943683438,0.13930648841469295,0.11890567058711186,0.07208278433010894,0.06273773335667564,1.4734220725292977,1.5216203554984473,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,31117.0,62833.0,2243.0,3942.0,6386.99,11368.33
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-22,6658.65,11239.14,1.993011074528584,2.013461125044787,68.32361877463374,0.13635274603759676,0.12226423714985042,0.06841544825326616,0.06072341582812075,1.399196533831933,1.3750811894860284,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,48834.0,91925.0,3341.0,5582.0,9316.76,15454.73
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-23,6323.4400000000005,10762.71,2.1240980853207927,2.2118187422934645,261.14439580764406,0.14810033491814414,0.13537318877037632,0.06972386818746047,0.06120446769973838,1.2545718785977251,1.1643247843712226,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,42697.0,79504.0,2977.0,4866.0,7933.21,12531.29
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-24,8851.74,11614.9,2.431128810766273,2.4177560366361366,-48.69027060782655,0.15499728589189093,0.14003134607269876,0.06375527500043776,0.05791789740189282,0.9731804142462386,0.9821022996323688,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,57109.0,82945.0,3641.0,4804.0,8614.34,11407.02
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-25,10636.04,12402.3,2.326342957130359,2.4380381364261843,510.67035974051373,0.14550583471277892,0.13273719698185904,0.06254702655375734,0.05444426606731953,1.059008804028567,0.9664796045894714,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,73097.0,93435.0,4572.0,5087.0,11263.66,11986.57
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-26,9377.36,11865.97,2.424970261184381,2.4280683445876816,11.98028852056402,0.1426084311697792,0.1365725565121311,0.058808321674067764,0.05624741034022375,0.9781121765614202,0.9737931243716275,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,65756.0,86884.0,3867.0,4887.0,9172.11,11555.0
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-27,10951.12,12690.84,2.4939922568890913,2.5984520884520883,458.68312039311974,0.15947691097875316,0.14500502742230348,0.0639444290727985,0.05580438756855576,0.9244606944312546,0.8460070412990787,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,68669.0,87520.0,4391.0,4884.0,10123.880000000001,10736.539999999999
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-28,6964.89,8038.46,2.2266272378516625,2.488687306501548,819.7238947368412,0.134800843849191,0.1369997443544951,0.0605403731516606,0.05504899872177248,1.1509284425166801,0.9282213259753734,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,51668.0,58675.0,3128.0,3230.0,8016.09,7461.47
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-29,12063.37,9463.78,2.664171819787986,2.554326585695007,-497.3792199730098,0.14666532929690826,0.12620224299563937,0.05505100241942347,0.0494072463961381,0.8010854346670954,0.8774654524936124,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,82251.0,74989.0,4528.0,3705.0,9663.789999999999,8304.14
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-30,10799.02,11016.88,2.8027562937970414,2.848210961737332,175.13683557393935,0.12669255496374857,0.1279351549707942,0.04520284380206011,0.04491772438540058,0.7143555618935792,0.6879216257234354,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,85238.0,86113.0,3853.0,3868.0,7714.34,7578.75
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-03-31,10958.300000000001,13606.6,3.0380648738563907,3.077023971053822,140.52546359113427,0.14217341100457984,0.14584959053295032,0.046797358485670175,0.04739956266346525,0.5825064106658879,0.5627820322490557,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,77077.0,93292.0,3607.0,4422.0,6383.280000000001,7657.55
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-01,10186.32,14023.800000000001,3.3245169712793734,3.3525699258905095,85.95425292852103,0.14941649309120777,0.150830850640481,0.0449438202247191,0.04498962108908655,0.4494135271619191,0.4375604329782227,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,68174.0,92977.0,3064.0,4183.0,4577.87,6136.26
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-02,5653.55,8431.68,3.0775993467610236,2.7545508003920287,-593.4401796798437,0.149977451188455,0.13595756002386442,0.04873196095076401,0.049357434251898674,0.5683048703911702,0.7470646419218946,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,37696.0,62017.0,1837.0,3061.0,3212.94,6299.01
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-03,4191.92,8812.48,2.699240180296201,2.8510126172759622,235.70259462956892,0.13794201849353385,0.13467121047725292,0.05110401790121426,0.04723627305652765,0.7804490543712665,0.6853269454228549,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,30389.0,65437.0,1553.0,3091.0,3271.58,6039.43
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-04,3519.46,6361.23,2.6012269031781226,2.601730061349693,0.6807730061350896,0.1461327022089354,0.14058277530995159,0.056178375685102144,0.05403434330040443,0.8489825143629989,0.8437141873505596,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,24084.0,45249.0,1353.0,2445.0,2987.96,5367.0599999999995
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-05,5508.31,9016.4,2.845201446280992,2.883402622321714,73.95747681483766,0.14582278816116906,0.13972199408036448,0.0512521840419336,0.048457330585300086,0.6880803731089934,0.6660463156026796,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,37774.0,64531.0,1936.0,3127.0,3790.16,6005.34
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-06,5005.39,8668.900000000001,2.9443470588235297,2.7793844180827194,-280.4364892593774,0.1367256685514491,0.1319527527893207,0.046436668578764786,0.04747553160722712,0.6320746235558068,0.7274602314019079,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,36609.0,65697.0,1700.0,3119.0,3163.78,6306.28
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-07,4443.61,7724.41,3.2891265729089563,3.1451180781758956,-194.55547638436494,0.15524070709893795,0.14058696126965636,0.0471981553940749,0.04470005824111823,0.46734749449209095,0.5326283819735099,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,28624.0,54944.0,1351.0,2456.0,2076.71,4114.24
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-08,3637.09,6325.36,3.3801951672862454,3.1438170974155066,-254.34280318091487,0.15382718660125191,0.1469032467834084,0.04550837421756048,0.04672766965488411,0.4315730432846039,0.5338858183565837,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,23644.0,43058.0,1076.0,2012.0,1569.67,3377.02
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-09,3637.43,5607.69,3.3401561065197427,3.331960784313725,-8.924705882353162,0.1649553308239989,0.14822218697962095,0.04938551539612716,0.0444849734358893,0.44363465413767417,0.4459982630994224,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,22051.0,37833.0,1089.0,1683.0,1613.69,2501.02
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-10,2475.93,4403.76,3.4483704735376044,3.0903578947368424,-257.0530315789471,0.17994985100661384,0.15821513257167494,0.05218402500181699,0.05119637852985557,0.3989167706679914,0.5561474739767835,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,13759.0,27834.0,718.0,1425.0,987.6899999999999,2449.1400000000003
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-11,1607.75,3646.45,2.955422794117647,2.9312299035369773,-13.160932475884408,0.18060548191417658,0.16095563893180312,0.061109862952145586,0.05491061575811079,0.6260737054890374,0.6392738142577027,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,8902.0,22655.0,544.0,1244.0,1006.5699999999999,2331.08
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-12,2465.58,5284.59,3.467763713080169,3.072436046511628,-281.0779709302325,0.19862885684363166,0.16998809830159547,0.05727865946991058,0.05532681420483788,0.38950672863991437,0.565082627034453,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,12413.0,31088.0,711.0,1720.0,960.36,2986.23
Heyo vs Minimix / Vimi / Viyo / CoupleLens,Heyo,Minimix / Vimi / Viyo / CoupleLens,2026-04-13,1798.6799999999998,4779.92,3.5199217221135024,3.019532533164877,-255.69887555274758,0.17909787911978492,0.15947419344076336,0.050881210793587574,0.05281419944616822,0.3767040273978696,0.5920643023314197,-1.0,0.11593627727622927,38.0,8.0,10,0.22013551539852136,4.0,8,0.15301722204074464,10.0,3230.3128736461636,24092.19,15250.169999999998,1.5797981268405534,10043.0,29973.0,511.0,1583.0,677.57,2830.02
