素材类型,素材语言,创意主题,创意搜集人,创意提需人,模板制作人,素材制作人,素材制作时间,spend,installs,subs,gross_after,days,cpa,cpi,sub_rate,roi,daily_aligned_cpa_saving,daily_aligned_cpi_saving,explain_share_of_net_saving,old_same_theme_best_package,old_same_theme_spend,old_same_theme_subs,old_same_theme_cpa,old_same_theme_cpi,old_same_theme_sub_rate,same_theme_cpa_gap_old_minus_new,same_theme_amount_at_new_subs
新选题,印地语,沙漠吉普写真+男+原,创意搜集LXQ,创意提需LXQ,模板制作ZQL,素材制作ZQL,20260526,2.59,0.0,0.0,0.0,1,,,,0.0,-2.59,-2.59,-0.00027375863389941774,,,,,,,,
新选题,印地语,两边拽裤子舞+通用+原,创意搜集QCH,创意提需QCH,模板制作ZQL,素材制作ZQL,20260520,2.63,2.0,0.0,0.0,1,,1.315,0.0,0.0,-2.63,-2.3322419961713643,-0.00027798656646929295,,,,,,,,
老选题,英语,情侣淋雨拥抱形变+高种姓情侣+竞,创意搜集ZXL,创意提需ZXL,模板制作CF,素材制作XY,20260515,10.74,24.0,3.0,3.72,4,3.58,0.4475,0.125,0.3463687150837989,-2.6383341902313635,-7.24337923861036,-0.0002788674763273609,,,,,,,,
新选题,印地语,T台走秀+通用+原,创意搜集WYX,创意提需WYX,模板制作CF,素材制作XY,20260520,2.65,4.0,0.0,0.0,1,,0.6625,0.0,0.0,-2.65,-2.0544839923427287,-0.0002801005327542305,,,,,,,,
新选题,印地语,单人豪车组合+男+原,创意搜集QCH,创意提需QCH,模板制作WXR,素材制作ZJQ,20260518,2.82,6.0,0.0,0.0,2,,0.47,0.0,0.0,-2.82,-1.937337176278606,-0.0002980692461762,,,,,,,,
新选题,印地语,达理舞+通用+原,创意搜集ZJJ,创意提需ZJJ,模板制作CF,素材制作ZJQ,20260521,2.82,8.0,0.0,0.0,1,,0.3525,0.0,0.0,-2.82,-1.400325127010291,-0.0002980692461762,,,,,,,,
新选题,印地语,情侣草地俯拍写真+情侣+原,创意搜集LXQ,创意提需LXQ,模板制作ZXL,素材制作LBJ+WB,20260526,5.95,10.0,1.0,-1.07,5,5.95,0.595,0.1,-0.17983193277310924,-2.8428052870388636,-4.213082267313631,-0.0003004797265721241,,,,,,,,
老选题,英语,一家三口侧面合照+高种姓正面照暖色滤镜+竞,创意搜集ZXL,创意提需LST,模板制作WXR,素材制作ZJQ,20260514,5.58,14.0,1.0,-0.71,2,5.58,0.3985714285714286,0.07142857142857142,-0.1272401433691756,-2.879444730077121,-3.5403045558560433,-0.0003043524539362125,,,,,,,,
新选题,印地语,和你一起看海+情侣+原,创意搜集WJF,创意提需WJF,模板制作ZQL,素材制作ZQL,20260526,2.91,2.0,0.0,0.0,1,,1.455,0.0,0.0,-2.91,-2.5626164534627263,-0.0003075820944584192,,,,,,,,
新选题,印地语,口哨舞+通用+原,创意搜集ZJJ,创意提需ZJJ,模板制作WXX,素材制作LBJ,20260526,3.24,4.0,0.0,0.0,1,,0.81,0.0,0.0,-3.24,-2.5452329069254525,-0.0003424625381598894,,,,,,,,
老选题,英语,情侣传统服饰合影+中老年模特+竞,创意搜集ZXL,创意提需ZXL,模板制作WXR,素材制作LBJ,20260529,3.4,9.0,0.0,0.0,2,,0.37777777777777777,0.0,0.0,-3.4,-1.8585570234611812,-0.0003593742684393901,,,,,,,,
新选题,印地语,画框里的女人+女+原,创意搜集WJF,创意提需WJF,模板制作ZQL,素材制作LBJ,20260520,3.85,5.0,0.0,0.0,1,,0.77,0.0,0.0,-3.85,-3.1056049904284113,-0.00040693850985048586,,,,,,,,
新选题,印地语,霸总的对镜自拍+男+原,创意搜集ZJJ,创意提需ZJJ,模板制作ZXL,素材制作ZQL+WB,20260520,4.44,14.0,0.0,0.0,5,,0.31714285714285717,0.0,0.0,-4.44,-2.3271136159901555,-0.0004693005152561448,,,,,,,,
新选题,印地语,波浪舞+通用+原,创意搜集LXQ,创意提需LXQ,模板制作LQX,素材制作WXX,20260518,23.77,55.0,7.0,9.940000000000001,6,3.3957142857142855,0.43218181818181817,0.12727272727272726,0.4181741691207405,-4.538487278732971,-15.658130179266507,-0.0004797104545929823,,,,,,,,
老选题,英语,双色双重曝光+日常服饰男模特+竞,创意搜集ZXL,创意提需ZXL,模板制作LQX,素材制作XY,20260521,10.600000000000001,47.0,2.0,1.7600000000000002,4,5.300000000000001,0.22553191489361704,0.0425531914893617,0.1660377358490566,-4.582717592035596,-3.3076395790466924,-0.00048438552414768114,,,,,,,,
新选题,印地语,葬送的红玫瑰+男+原,创意搜集ZJJ,创意提需ZJJ,模板制作LQX,素材制作ZQL,20260529,17.119999999999997,29.0,4.0,5.680000000000001,3,4.279999999999999,0.5903448275862068,0.13793103448275862,0.33177570093457953,-4.678894619823334,-12.164268519595861,-0.0004945512738541202,,,,,,,,
新选题,印地语,情侣放天灯+情侣+原,创意搜集LXQ,创意提需LXQ,模板制作ZXL,素材制作LBJ+WB,20260526,7.95,11.0,1.0,-3.02,1,7.95,0.7227272727272728,0.09090909090909091,-0.37987421383647796,-4.842805287038864,-6.039390494044993,-0.000511876355065883,,,,,,,,
新选题,印地语,情侣Q版人物+情侣+原,创意搜集LXQ,创意提需LXQ,模板制作LQX,素材制作LBJ,20260529,8.04,42.0,1.0,-3.11,4,8.04,0.19142857142857142,0.023809523809523808,-0.38681592039801,-4.8750760422258,-0.8737783232654268,-0.0005152873194886159,,,,,,,,
新选题,印地语,剪刀手舞二号+通用+原,创意搜集ZJJ,创意提需ZJJ,模板制作LQX,素材制作ZJQ,20260520,1730.1399999999999,6552.0,554.0,934.51,18,3.1229963898916964,0.26406288156288155,0.08455433455433456,0.5401354803657508,-4.928501648059999,-586.9565069534868,-0.0005209343159629091,,,,,,,,
新选题,英语,李小龙经典动作+通用+竞,创意搜集ZXL,创意提需ZXL,模板制作WXR,素材制作WXX,20260521,5.24,9.0,0.0,0.0,1,,0.5822222222222222,0.0,0.0,-5.24,-3.8587940565457353,-0.0005538591666536483,,,,,,,,
新选题,印地语,霸总泳池嬉戏+男+原,创意搜集ZJJ,创意提需ZJJ,模板制作ZQL,素材制作LBJ,20260521,5.26,5.0,0.0,0.0,2,,1.052,0.0,0.0,-5.26,-4.376846224059412,-0.0005559731329385859,,,,,,,,
新选题,印地语,画框里的女人+女+原,创意搜集WJF,创意提需WJF,模板制作ZXL,素材制作LBJ+WB,20260520,5.27,22.0,0.0,0.0,3,,0.23954545454545453,0.0,0.0,-5.27,-1.9946619578850084,-0.0005570301160810546,,,,,,,,
新选题,印地语,点赞舞+通用+原,创意搜集ZJX,创意提需ZJX,模板制作WXR,素材制作WXX,20260526,5.39,17.0,0.0,0.0,2,,0.3170588235294117,0.0,0.0,-5.39,-2.4372398544331713,-0.0005697139137906802,,,,,,,,
新选题,印地语,成功后回乡相拥+情侣+原,创意搜集ZJX,创意提需ZJX,模板制作ZXL,素材制作WXR+WB,20260521,5.89,4.0,0.0,0.0,1,,1.4725,0.0,0.0,-5.89,-5.276130691798104,-0.0006225630709141199,,,,,,,,
新选题,印地语,交叉滑步舞一号+通用+原,创意搜集WJF,创意提需WJF,模板制作LQX,素材制作WXX,20260529,31.03,93.0,8.0,7.6000000000000005,5,3.87875,0.33365591397849464,0.08602150537634409,0.24492426683854335,-5.929198788726538,-15.225871166406224,-0.0006267063168030345,,,,,,,,
新选题,印地语,多地形作战+通用+原,创意搜集QCH,创意提需QCH,模板制作ZQL,素材制作XY,20260518,5.97,12.0,0.0,0.0,2,,0.4975,0.0,0.0,-5.97,-4.183451977028186,-0.0006310189360538703,,,,,,,,
新选题,印尼语,情侣可爱手办+双人+竞,创意搜集WYX,创意提需WYX,模板制作CF,素材制作XY,20260529,6.34,6.0,0.0,0.0,1,,1.0566666666666666,0.0,0.0,-6.34,-5.3123713489741204,-0.0006701273123252157,,,,,,,,
老选题,印地语,一家三口侧面合照+高种姓家庭黑白滤镜+竞,创意搜集ZXL,创意提需ZXL,模板制作WXR,素材制作ZJQ,20260603,19.34,38.0,4.0,0.07,3,4.835,0.5089473684210526,0.10526315789473684,0.003619441571871769,-6.680304168903204,-12.844052496984014,-0.0007060968893094696,,,,,,,,
新选题,印地语,快乐有劲舞+通用+原,创意搜集WJF,创意提需WJF,模板制作WXR,素材制作WXX,20260526,6.84,4.0,0.0,0.0,1,,1.71,0.0,0.0,-6.84,-6.145232906925452,-0.0007229764694486554,,,,,,,,
新选题,印尼语,帅气替身变身+通用+竞,创意搜集ZXL,创意提需ZXL,模板制作WXR,素材制作WXX,20260526,7.1,24.0,0.0,0.0,3,,0.29583333333333334,0.0,0.0,-7.1,-2.9004986086641997,-0.000750458031152844,,,,,,,,
新选题,印地语,迷你摩托+男+原,创意搜集WJF,创意提需WJF,模板制作ZXL,素材制作ZQL+WB,20260526,7.34,2.0,0.0,0.0,1,,3.67,0.0,0.0,-7.34,-6.992616453462726,-0.0007758256265720952,,,,,,,,
新选题,印地语,池塘玩耍写真+情侣+竞,创意搜集WYX,创意提需WYX,模板制作CF,素材制作LBJ,20260603,14.07,19.0,2.0,-4.25,3,7.035,0.7405263157894737,0.10526315789473684,-0.30206112295664533,-7.740152084451602,-10.82071601214301,-0.0008181210273410045,,,,,,,,
新选题,印地语,蹲起舞+通用+原,创意搜集LXQ,创意提需LXQ,模板制作CF,素材制作ZJQ,20260603,8.1,7.0,0.0,0.0,1,,1.157142857142857,0.0,0.0,-8.1,-6.902895372894792,-0.0008561563453997234,,,,,,,,
新选题,印地语,黑白窗边情侣+情侣+原,创意搜集QCH,创意提需QCH,模板制作ZXL,素材制作LBJ+WB,20260603,8.4,10.0,0.0,0.0,1,,0.8400000000000001,0.0,0.0,-8.4,-6.689850532706847,-0.0008878658396737874,,,,,,,,
新选题,印地语,荒野力量+男+原,创意搜集ZJX,创意提需ZJX,模板制作ZXL,素材制作LBJ+WB,20260518,11.27,13.0,1.0,-6.26,4,11.27,0.8669230769230769,0.07692307692307693,-0.5554569653948536,-8.439467871485943,-9.334572975113868,-0.000892037527156764,,,,,,,,
新选题,印地语,Latlag舞+通用+原,创意搜集LXQ,创意提需LXQ,模板制作LQX,素材制作LBJ,20260518,13.85,48.0,2.0,-4.04,2,6.925,0.28854166666666664,0.041666666666666664,-0.2916967509025271,-8.448889460154241,-6.829134669499555,-0.0008930333731965306,,,,,,,,
新选题,印地语,多地形作战+通用+原,创意搜集QCH,创意提需QCH,模板制作ZXL,素材制作XY+WB,20260518,11.34,12.0,1.0,-6.32,2,11.34,0.945,0.08333333333333333,-0.5573192239858907,-8.509467871485944,-9.553451977028187,-0.0008994364091540456,,,,,,,,
新选题,印地语,医生对镜自拍+女+原,创意搜集WJF,创意提需WJF,模板制作ZXL,素材制作ZJQ+WB,20260520,8.77,12.0,0.0,0.0,2,,0.7308333333333333,0.0,0.0,-8.77,-6.9276592373462345,-0.0009269742159451327,,,,,,,,
新选题,印地语,冲拳抖腿舞+通用+原,创意搜集ZJX,创意提需ZJX,模板制作WXR,素材制作WXX,20260518,15.78,20.0,2.0,9.46,4,7.89,0.7889999999999999,0.1,0.5994930291508239,-9.992384923883648,-12.862962895318882,-0.0010561782417604344,,,,,,,,
