package,素材类型,素材语言,创意主题,创意搜集人,创意提需人,模板制作人,素材制作人,素材制作时间,spend,installs,subs,gross_after,days,cpa,cpi,sub_rate,roi,cpa_pull,cpi_pull,group,period
CoupleLens,新选题,印地语,三格连拍+情侣+原,创意搜集ZJX,创意提需ZJX,模板制作LQX,素材制作JYY,20260402,7.89,17.0,1.0,-2.96,4,7.89,0.4641176470588235,0.058823529411764705,-0.37515842839036756,-5.110615581917282,-5.646803202581548,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,情侣玫瑰写真+下沉市场模特+竞,创意搜集TXH,创意提需TXH,模板制作ZN,素材制作WXX,"kg5at,kd326,kw6pc",8.46,16.0,1.0,-3.52,2,8.46,0.52875,0.0625,-0.41607565011820324,-5.608987382724038,-6.305260632363954,Beatmo,2026-03-31~2026-04-17
CoupleLens,新选题,英语,转身礼服变装+通用+竞,创意搜集ZXL,创意提需ZXL,模板制作FDJ,素材制作LQX,20260401,16.76,26.0,4.0,2.59,8,4.19,0.6446153846153847,0.15384615384615385,0.15453460620525059,-5.741796798431887,-13.225103439379527,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,双重情侣站在轮船上+传统服饰+原,创意搜集LXQ,创意提需ZXL,模板制作LQX,素材制作ZN,20260330,21.8,42.0,5.0,2.4000000000000012,8,4.36,0.5190476190476191,0.11904761904761904,0.1100917431192661,-5.863788235057517,-15.674317197616087,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,双重情侣站在轮船上+高种姓模特+原,创意搜集LXQ,创意提需ZXL,模板制作LQX,素材制作LQX,20260402,20.41,53.0,5.0,3.76,6,4.082,0.3850943396226415,0.09433962264150944,0.1842234198922097,-5.99298688839143,-13.012503555031726,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,印地语,夜晚集市+低种姓男+原,创意搜集LXQ,创意提需ZXL,模板制作FDJ,素材制作WXR,20260331,16.21,25.0,3.0,-1.61,4,5.403333333333333,0.6484000000000001,0.12,-0.09932140653917335,-6.152290222328473,-12.439228733987976,Beatmo,2026-03-31~2026-04-17
Viyo,老选题,英语,手臂纹身+女生眼睛父女版+竞,创意搜集TXH,创意提需TXH,模板制作ZN,素材制作LQX,20260331,8.91,19.0,1.0,4.73,8,8.91,0.4689473684210526,0.05263157894736842,0.5308641975308642,-6.155449199607972,-6.059087128447478,Beatmo,2026-03-31~2026-04-17
Vimi,老选题,英语,2.28迭代海边+传统服饰成年女性+竞品选题+物二次曝光图片版,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材制作FDJ,20260228,15.21,46.0,3.0,-0.6399999999999997,7,5.07,0.3306521739130435,0.06521739130434782,-0.042077580539118975,-6.17601398113435,-9.015124318046366,Beatmo,2026-03-31~2026-04-17
CoupleLens,新选题,印地语,壁纸海边母婴+母婴+原,创意搜集LXQ,创意提需LXQ,模板制作FDJ,素材制作WXX,20260401,9.01,2.0,1.0,-4.05,2,9.01,4.505,0.5,-0.4495005549389567,-6.2554491996079715,-8.738084879952272,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,情侣玫瑰写真+高种姓男低种姓女+竞,创意搜集TXH,创意提需TXH,模板制作ZN,素材制作WXX,"kg5at,kd326,kw6pc",18.12,41.0,4.0,1.26,3,4.53,0.4419512195121951,0.0975609756097561,0.0695364238410596,-6.715949530896152,-12.592568805599932,Beatmo,2026-03-31~2026-04-17
CoupleLens,新选题,印地语,人和动物对视+测试+竞,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材制作WXR,20260401,12.23,36.0,2.0,-2.46,4,6.115,0.33972222222222226,0.05555555555555555,-0.20114472608340145,-6.720898399215943,-7.336814188687494,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,手臂纹身+低种姓男模特侧脸+原,创意搜集TXH,创意提需TXH,模板制作ZN,素材制作FDJ,20260403,32.3,91.0,8.0,6.359999999999999,6,4.0375,0.3549450549450549,0.08791208791208792,0.19690402476780186,-7.140356355353222,-19.392893385213732,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,印地语,黑白马场写真+单人男+竞,创意搜集ZXL,创意提需ZXL,模板制作FDJ,素材制作LQX,20260402,10.84,12.0,1.0,-5.84,2,10.84,0.9033333333333333,0.08333333333333333,-0.5387453874538746,-7.988987382724037,-9.218894690669853,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,双重情侣极光下赏月+双重曝光青年校服情侣+原,创意搜集TXH,创意提需TXH,模板制作WXR,素材制作FDJ,20260402,18.48,47.0,4.0,0.91,5,4.62,0.3931914893617021,0.0851063829787234,0.04924242424242424,-8.073079754601226,-11.872609560432274,Beatmo,2026-03-31~2026-04-17
CoupleLens,新选题,印地语,锁屏壁纸中老年+母女+原,创意搜集ZJX,创意提需ZJX,模板制作CF,素材制作WXR,20260401,10.83,11.0,1.0,-5.83,3,10.83,0.9845454545454545,0.09090909090909091,-0.5383194829178208,-8.075449199607972,-9.335753189284103,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,手臂纹身+高种姓男模特侧脸+原,创意搜集TXH,创意提需TXH,模板制作ZN,素材制作FDJ,20260403,11.9,30.0,1.0,-6.87,4,11.9,0.39666666666666667,0.03333333333333333,-0.5773109243697478,-8.754881921824104,-7.682391161910309,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,印地语,黑白马场写真+单人女+竞,创意搜集ZXL,创意提需ZXL模板制作FDJ,素材制作LQX,20260402,"kwuo2,d73rt,dcfa2",11.83,27.0,1.0,-6.8,3,11.83,0.4381481481481482,0.037037037037037035,-0.5748098055790364,-8.978987382724037,-8.193877317114172,Beatmo,2026-03-31~2026-04-17
CoupleLens,新选题,英语,竞品选题图片版+情侣拍立得,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材制作FDJ,20260128,29.03,75.0,7.0,4.82,6,4.147142857142858,0.38706666666666667,0.09333333333333334,0.16603513606613848,-9.072911679068266,-18.90020372727891,Beatmo,2026-03-31~2026-04-17
Vimi,老选题,英语,手臂纹身+女生眼睛父女版+竞,创意搜集TXH,创意提需TXH,模板制作ZN,素材制作LQX,20260331,13.22,40.0,1.0,-8.16,5,13.22,0.3305,0.025,-0.6172465960665658,-9.86743007410949,-7.186765974380761,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,宝宝跳同款舞蹈+选题回捞测试+竞,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材制作FDJ,20260331,19.86,73.0,3.0,-5.17,8,6.62,0.2720547945205479,0.0410958904109589,-0.26032225579053375,-10.303847530943017,-8.908220657659811,Beatmo,2026-03-31~2026-04-17
CoupleLens,新选题,英语,复制（竞品选题图片版）情侣拍立得,创意搜集ZXL,创意提需TXH,模板制作ZXL,素材制作FDJ,20260202,13.3,13.0,1.0,-8.24,8,13.3,1.0230769230769232,0.07692307692307693,-0.6195488721804511,-10.448987382724038,-11.549274263795713,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,手臂纹身+女生侧脸+竞,创意搜集TXH,创意提需ZXL,模板制作ZN,素材制作,WXX,22.96,84.0,4.0,-3.46,6,5.74,0.2733333333333333,0.047619047619047616,-0.15069686411149824,-10.651904115784713,-10.703653135124643,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,双重情侣极光下赏月+日常服饰情侣+原,创意搜集TXH,创意提需TXH,模板制作WXR,素材制作FDJ,20260402,19.62,35.0,3.0,-4.93,6,6.54,0.5605714285714286,0.08571428571428572,-0.2512742099898063,-11.81480981595092,-14.690600529410602,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,双重情侣站在轮船上+低种性男高种姓女+原,创意搜集LXQ,创意提需TXH,模板制作LQX,素材制作LQX,20260330,21.57,44.0,3.0,-6.84,7,7.19,0.49022727272727273,0.06818181818181818,-0.31710709318497915,-12.338928086838536,-15.152618016550186,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,手臂纹身+大面积纹身+竞,创意搜集TXH,创意提需ZXL,模板制作ZN,素材制作LQX,20260327,140.89,533.0,41.0,56.629999999999995,9,3.436341463414634,0.2643339587242026,0.07692307692307693,0.4019447796153027,-12.351975365027268,-63.33814695300765,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,划线职业变装+下沉市场男模特+竞,创意搜集TXH,创意提需TXH,模板制作FDJ,素材制作WXR,20260407,35.9,121.0,7.0,-1.88,6,5.128571428571428,0.29669421487603304,0.05785123966942149,-0.05236768802228412,-12.576274509803923,-17.94334946414389,Beatmo,2026-03-31~2026-04-17
Minimix,新选题,英语,竞品复刻厚涂黑白贴纸,创意搜集ZXL,创意提需TXH,模板制作ZXL,素材制作FDJ,20260211,52.05,297.0,13.0,10.77,4,4.003846153846154,0.17525252525252524,0.04377104377104377,0.2069164265129683,-12.75213641756868,-15.077324365282287,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,（修改）大人抖腿舞+父子+竞,创意搜集TXH,创意提需TXH,模板制作ZN,素材制WXR,20260327,25.64,61.0,4.0,1.6,7,6.41,0.42032786885245904,0.06557377049180328,0.062402496099843996,-13.331904115784713,-16.663760370885008,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,手臂纹身+大小面积纹身+竞,创意搜集TXH,创意提需ZXL,模板制作ZN,素材制作LQX,20260327,47.45,173.0,11.0,5.78,8,4.3136363636363635,0.2742774566473989,0.06358381502890173,0.12181243414120126,-13.82874767218582,-22.213039577692065,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,印地语,情侣拍立得+青少年模特+竞,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材制作FDJ,20260401,25.619999999999997,57.0,4.0,-6.05,8,6.404999999999999,0.44947368421052625,0.07017543859649122,-0.23614363778298206,-14.50533498154795,-17.90772321549146,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,划线变装+青年精神小伙+竞,创意搜集TXH,创意提需TXH,模板制作WXR,素材制作WXR,20260401,28.48,66.0,5.0,-4.109999999999999,5,5.696,0.4315151515151515,0.07575757575757576,-0.14431179775280897,-15.18967713227951,-19.20239761077278,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,划线变装+成年下沉市场模特+竞,创意搜集TXH,创意提需TXH,模板制作WXR,素材制作WXR,20260401,28.51,80.0,5.0,-4.14,7,5.702,0.356375,0.0625,-0.14521220624342335,-15.501349693251534,-17.265099537663048,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,夜晚集市+高种姓男模特+原,创意搜集LXQ,创意提需TXH,模板制作FDJ,素材制作FDJ,20260401,28.8,39.0,5.0,-4.42,5,5.76,0.7384615384615385,0.1282051282051282,-0.1534722222222222,-15.791349693251533,-23.317271762911886,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,印地语,v2v宝宝跳舞+1.28迭代新舞蹈动作+baby模特+教程,创意搜集ZXL,创意提需ZXL,模板制作CF,创意提需FDJ,20260128,48.82,233.0,12.0,9.18,8,4.068333333333333,0.20952789699570815,0.05150214592274678,0.18803768947152805,-15.925889571513041,-17.004152161180368,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,双重情侣极光下赏月+双重曝光军装男模特+原,创意搜集TXH,创意提需TXH,模板制作WXR,素材制作FDJ,20260402,18.78,30.0,1.0,-13.58,4,18.78,0.626,0.03333333333333333,-0.7231096911608094,-16.178269938650306,-14.562516740701453,Beatmo,2026-03-31~2026-04-17
CoupleLens,新选题,印地语,热歌热舞+通用+原,创意搜集QCH,创意提需QCH,模板制作FDJ,素材制作FDJ,20260402,24.59,130.0,3.0,-9.78,8,8.196666666666667,0.18915384615384614,0.023076923076923078,-0.3977226514843432,-16.251846745751845,-7.40160530346697,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,情侣双人印度情侣逛农村集市的场景+2.05迭老年男模特4+老年女模特*10,创意搜集ZXL,创意提需TXH,模板制作CF,素材制作CF,20260205,20.03,342.0,1.0,0.73,4,20.03,0.05856725146198831,0.0029239766081871343,0.036445332001997004,-16.78865168539326,24.17342696463959,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,夜晚集市+下沉市场模特+原,创意搜集LXQ,创意提需TXH,模板制作FDJ,素材制作FDJ,20260401,29.99,52.0,5.0,-5.58,5,5.997999999999999,0.5767307692307692,0.09615384615384616,-0.18606202067355787,-16.98134969325153,-22.689186487632732,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,复制+情侣拍立得+2.4迭代少年模特,创意搜集ZXL,创意提需TXH,模板制作ZXL,素材制作FDJ,20260204,34.35,104.0,6.0,-5.1,7,5.7250000000000005,0.33028846153846153,0.057692307692307696,-0.148471615720524,-17.432127919863962,-20.214272806157936,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,情侣拥抱淋雨+中老年模特+竞,创意搜集ZXL,创意提需TXH,模板制作FDJ,素材制作WXX,20260407,160.43,417.0,47.0,65.97,7,3.4134042553191493,0.3847242206235012,0.11270983213429256,0.4112073801658044,-18.899792319568295,-91.97865449173138,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,一家三口的合影壁纸形变+高种姓四口之家+竞,创意搜集ZXL,创意提需ZXL,模板制作CF,素材制作FDJ,20260331,177.09,638.0,54.0,82.85,10,3.2794444444444446,0.2775705329153605,0.08463949843260188,0.46784121068383305,-20.691824631773013,-88.75032089005568,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,传统热情舞蹈+中老年模特+原,创意搜集QCH,创意提需TXH,模板制作CF,素材制作WXR,20260401,32.23,57.0,4.0,-12.5,6,8.0575,0.565438596491228,0.07017543859649122,-0.38783741855414217,-21.823079754601224,-24.216781807332755,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,竞品选题图片版+双重曝光男生King3号构图+2.06迭少年模特,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材制作ZZS,20260206,126.87,762.0,31.0,22.98,4,4.0925806451612905,0.166496062992126,0.04068241469816273,0.18113029084890045,-29.120854971271626,-30.636279036675354,Beatmo,2026-03-31~2026-04-17
Vimi,新选题,英语,猴神的赐福,创意搜集QCH,创意提需QCH,模板制作CF,素材制作WXR,20260306,1189.77,5602.0,392.0,694.84,11,3.035127551020408,0.21238307747233132,0.06997500892538379,0.5840120359397195,-29.41484108925995,-396.6048369943822,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,印地语,情侣拍立得+成年模特+竞,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材制作FDJ,20260401,283.7,1073.0,91.0,153.99,10,3.1175824175824176,0.26439888164026093,0.08480894687791239,0.5427916813535425,-31.254715581882174,-135.6005950075438,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,手臂纹身+高种姓女模特侧脸+原,创意搜集TXH,创意提需TXH,模板制作ZN,素材制作WXX,20260327,88.1,451.0,18.0,-0.7299999999999986,8,4.894444444444444,0.19534368070953437,0.03991130820399113,-0.008286038592508498,-33.13320122354117,-22.307176444432276,Beatmo,2026-03-31~2026-04-17
CoupleLens,新选题,印地语,黑白壁纸大人和孩子+通用+原,创意搜集LXQ,创意提需LXQ,模板制作FDJ,素材制作WCK,20260402,107.25999999999999,517.0,26.0,18.439999999999998,9,4.125384615384615,0.20746615087040618,0.05029013539651837,0.17191870221890732,-34.988534893612375,-35.82975372004431,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,双重情侣站在轮船上+低种姓女高种姓男+原,创意搜集LXQ,创意提需TXH,模板制作LQX,素材制作LQX,20260330,944.3100000000001,3531.0,295.0,475.17,10,3.201050847457627,0.2674341546304163,0.08354573775134523,0.5031928074467071,-39.1148253642712,-437.7580847160054,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,竞品复刻+双人黑白合照+2.2迭代中老年模特,创意搜集ZXL,创意提需TXH,模板制作ZXL,素材制作FDJ,20260202,64.04,1545.0,5.0,-38.79,4,12.808000000000002,0.041449838187702266,0.003236245954692557,-0.6057151780137413,-48.506014708661304,131.8170948349759,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,情侣合照印度农村土墙上的墙绘合照+2.4迭代下沉市场男模特3+10女模特,创意搜集ZXL,创意提需TXH,模板制作ZXL,素材制作FDJ,20260210,73.26,3291.0,7.0,-38.31,4,10.465714285714286,0.022260711030082043,0.002127013065937405,-0.5229320229320229,-52.152447549399255,342.75648721719114,Beatmo,2026-03-31~2026-04-17
Viyo,老选题,英语,黑帮大佬+2.24迭老年模特,创意搜集ZXL,创意提需ZXL,模板制作CF,素材制作ZN,20260224,6477.99,48851.0,2152.0,3866.8,18,3.0102184014869886,0.13260711142044174,0.04405232236801703,0.5969135488014029,-52.44079769625101,401.01738941272146,Beatmo,2026-03-31~2026-04-17
Viyo,老选题,英语,竞品复刻+恶魔夫妇 图片-2.24迭代高种姓男+高种姓女,创意搜集ZXL,创意提需ZXL,模板制作CF,素材制作FDJ,20260224,69.69999999999999,2178.0,4.0,-35.4,4,17.424999999999997,0.032001836547291086,0.0018365472910927456,-0.5078909612625538,-57.28624430237781,205.67329134070906,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,情侣拍立得+2.4迭代少年模特,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材制作FDJ,20260204,75.92,3975.0,6.0,-9.79,6,12.653333333333334,0.01909937106918239,0.0015094339622641509,-0.12895152792413064,-57.88365137724379,426.2076676547587,Beatmo,2026-03-31~2026-04-17
Vimi,老选题,英语,baby跳舞+2.6迭代男babyL,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材制作FDJ,20260206,76.42,2043.0,4.0,-21.5,4,19.105,0.037405775819872734,0.0019579050416054823,-0.28133996336037687,-64.47700509904789,182.61405371558266,Beatmo,2026-03-31~2026-04-17
Minimix,新选题,英语,宝莱坞特效,创意搜集ZXL,创意提需TXH,模板制作CF,素材制作ZZS,20260210,1077.98,8354.0,340.0,557.78,14,3.170529411764706,0.12903758678477376,0.04069906631553747,0.5174307501066809,-66.41874906695858,115.45850797454179,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,test精神小伙卡牌+青少年学生 +竞,创意搜集TXH,创意提需TXH,模板制作ZXL,素材制作WXR,20260326,1008.04,7017.0,310.0,484.01,18,3.251741935483871,0.14365683340458885,0.04417842382784666,0.48014959723820483,-78.48864564653515,-6.518904719315215,Beatmo,2026-03-31~2026-04-17
Viyo,老选题,英语,竞品选题图片版+情侣拍立得+2.14迭中年夫妇,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材制作GHF,20260213,5902.31,44628.0,1915.0,3306.66,18,3.082146214099217,0.13225575871650086,0.042910280541364164,0.5602315025811927,-96.93390338067309,444.5466985462063,Beatmo,2026-03-31~2026-04-17
Vimi,老选题,英语,火海里牵手奔跑视频版+日常服饰青少年模特,创意搜集人ZHC,创意提需ZXL,模板制作GHF,素材制作FDJ,20260209,3722.84,22849.0,1161.0,1863.87,15,3.2065805340223945,0.16293229462996192,0.050811851722176025,0.5006580997303134,-202.03384815542796,-356.5646362002379,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,双重构图在雨中+下沉市场模特+竞,创意搜集TXH,创意提需人TXH,模板制作ZXL,素材制作FDJ,20260316,317.8,2616.0,37.0,-112.29,14,8.58918918918919,0.12148318042813457,0.014143730886850153,-0.35333543108873505,-208.7870990590946,17.913907506370215,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,情侣合照印度农村土墙上的墙绘合照+2.4迭代下沉市场男模特4+10女模特,创意搜集ZXL,创意提需ZXL,模板制作ZXL,素材提需FDJ,20260204,5741.54,40466.0,1828.0,3051.73,18,3.140886214442013,0.14188553353432512,0.04517372609103939,0.5315176764422089,-252.67051694957325,46.65152987448822,Beatmo,2026-03-31~2026-04-17
CoupleLens,老选题,英语,竞品选题图片版+黑帮大佬+2.02测试,创意搜集ZXL,创意提需TXH,模板制作CF,素材制作GHF,20260202,3607.19,34823.0,1095.0,1664.32,18,3.2942374429223746,0.10358642276656232,0.03144473480171151,0.4613896135218827,-280.7019474760277,1415.4245494465995,Beatmo,2026-03-31~2026-04-17
Vimi,新选题,英语,竞品复刻+情侣写真+纯色背景玫瑰,创意搜集TXH,创意提需TXH,模板制作ZN,素材制作ZN,20260306,6136.64,48254.0,1947.0,3229.6,18,3.151843862352337,0.1271737058067725,0.04034898661250881,0.5262814830265422,-313.5065843560582,573.850499334141,Beatmo,2026-03-31~2026-04-17
Minimix,老选题,英语,竞品选题图片版+双重曝光男生King3号构图+2.06迭少年模特,创意搜集ZXL,创意提需ZXL,模板制作ZN,素材制作ZN,20260213,8118.6900000000005,67213.0,2556.0,4178.76,18,3.1763262910798122,0.1207904720812938,0.03802835760939104,0.5147086537360092,-405.8673700524984,1573.9935744747181,Beatmo,2026-03-31~2026-04-17
